##############
LOAD 1: 4 ROWS
##############
68313,2
68313,3
79796,2
79796,3
81462,2
81462,3
82439,2
82439,3
84645,2
84645,3
84893,2
84893,3
85471,2
85471,3
85688,2
85688,3
85776,2
85776,3
87809,2
87809,3
91501,2
91501,3
94463,2
94463,3
94998,2
94998,3
97534,2
97534,3
103949,2
103949,3
84646,2
84646,3
50915,2
50915,3
81787,2
81787,3
82994,2
82994,3
99765,2
99765,3
87542,2
87542,3
82159,2
82159,3
82119,2
82119,3
88306,2
88306,3
82131,2
82131,3
80059,2
80059,3
49079,2
49079,3
93599,2
93599,3
99555,2
99555,3
99533,2
99533,3
103797,2
103797,3
82904,2
82904,3
85063,2
85063,3
93074,2
93074,3
93067,2
93067,3
93069,2
93069,3
45347,2
45347,3
84644,2
84644,3
99480,2
99480,3
99481,2
99481,3
99486,2
99486,3
99489,2
99489,3
95550,2
95550,3
31367,2
31367,3
68580,2
68580,3
83262,2
83262,3
57330,2
57330,3
66475,2
66475,3
65881,2
65881,3
65216,2
65216,3
65156,2
65156,3
65011,2
65011,3
64467,2
64467,3
68643,2
68643,3
68568,2
68568,3
68558,2
68558,3
33340,2
33340,3
77237,2
77237,3
104018,2
104018,3
40012,2
40012,3
70454,2
70454,3
38901,2
38901,3
85327,2
85327,3
85333,2
85333,3
85344,2
85344,3
85345,2
85345,3
85432,2
85432,3
53976,2
53976,3
26978,2
26978,3
89262,2
89262,3
71115,2
71115,3
49877,2
49877,3
84613,2
84613,3
84510,2
84510,3
83172,2
83172,3
82989,2
82989,3
82708,2
82708,3
82664,2
82664,3
73551,2
73551,3
36730,2
36730,3
42148,2
42148,3
105762,2
105762,3
83514,2
83514,3
46715,2
46715,3
64319,2
64319,3
96766,2
96766,3
83723,2
83723,3
44443,2
44443,3
103598,2
103598,3
103599,2
103599,3
72261,2
72261,3
14072,2
14072,3
63827,2
63827,3
17773,2
17773,3
14956,2
14956,3
47971,2
47971,3
47976,2
47976,3
23247,2
23247,3
95384,2
95384,3
31829,2
31829,3
24191,2
24191,3
70431,2
70431,3
4391,2
4391,3
48749,2
48749,3
11811,2
11811,3
3817,2
3817,3
25278,2
25278,3
74886,2
74886,4
65550,2
65550,4
82362,2
82362,4
66748,2
66748,4
99329,2
99329,4
35976,2
35976,4
103338,2
103338,4
32758,2
32758,4
29197,2
29197,4
94342,2
94342,4
50824,2
50824,4
49252,2
49252,4
47673,2
47673,4
45563,2
45563,4
44582,2
44582,4
24959,2
24959,4
26953,3
26953,4
36921,3
36921,4
41124,3
41124,4
41639,3
41639,4
49692,3
49692,4
60538,3
60538,4
67369,3
67369,4
67397,3
67397,4
76373,3
76373,4
77052,3
77052,4
83228,3
83228,4
87795,3
87795,4
92979,3
92979,4
94898,3
94898,4
72912,3
72912,4
103051,3
103051,4
58061,3
58061,4
49162,3
49162,4
49865,3
49865,4
77257,3
77257,4
38237,3
38237,4
86143,3
86143,4
31356,3
31356,4
28973,3
28973,4
65816,3
65816,4
64472,3
64472,4
71037,3
71037,4
65841,3
65841,4
63868,3
63868,4
33262,3
33262,4
47613,3
47613,4
67321,3
67321,4
69593,3
69593,4
86346,3
86346,4
61509,3
61509,4
31893,3
31893,4
47807,3
47807,4
69459,3
69459,4
49004,3
49004,4
83507,3
83507,4
64344,3
64344,4
57723,3
57723,4
78869,3
78869,4
60771,3
60771,4
45450,3
45450,4
17355,3
17355,4
37248,3
37248,4
17020,3
17020,4
42038,3
42038,4
60910,3
60910,4
39688,3
39688,4
32001,3
32001,4
29027,3
29027,4
10781,3
10781,4
7194,3
7194,4
1157,3
1157,4
8006,3
8006,4
22896,3
22896,4
25194,3
25194,4
48091,3
48091,4
48095,3
48095,4
48098,3
48098,4
48119,3
48119,4
51452,3
51452,4
51454,3
51454,4
51456,3
51456,4
53604,3
53604,4
61693,3
61693,4
82917,3
82917,4
86071,3
86071,4
86078,3
86078,4
86079,3
86079,4
86097,3
86097,4
86119,3
86119,4
98138,3
98138,4
98155,3
98155,4
102588,3
102588,4
77752,3
77752,4
85222,3
85222,4
103931,3
103931,4
103927,3
103927,4
82216,3
82216,4
83529,3
83529,4
99267,3
99267,4
101544,3
101544,4
49167,3
49167,4
49870,3
49870,4
93061,3
93061,4
82582,3
82582,4
85584,3
85584,4
94307,3
94307,4
94313,3
94313,4
82359,3
82359,4
82376,3
82376,4
82293,3
82293,4
88935,3
88935,4
33293,3
33293,4
96444,3
96444,4
69428,3
69428,4
69429,3
69429,4
69430,3
69430,4
69431,3
69431,4
56224,3
56224,4
56243,3
56243,4
100565,3
100565,4
74990,3
74990,4
75008,3
75008,4
85513,3
85513,4
102411,3
102411,4
110031,3
110031,4
103881,3
103881,4
73173,3
73173,4
73183,3
73183,4
53045,3
53045,4
55463,3
55463,4
55470,3
55470,4
55487,3
55487,4
55492,3
55492,4
55499,3
55499,4
76228,3
76228,4
102930,3
102930,4
97398,3
97398,4
42020,3
42020,4
42022,3
42022,4
55282,3
55282,4
91170,3
91170,4
64952,3
64952,4
64842,3
64842,4
44724,3
44724,4
94504,3
94504,4
90053,3
90053,4
64407,3
64407,4
106058,3
106058,4
70661,3
70661,4
3791,3
3791,4
3798,3
3798,4
1301,3
1301,4
93693,3
93693,4
44407,3
44407,4
25192,3
25192,4
25198,3
25198,4
97765,3
97765,4
77485,2
77485,5
85671,2
85671,5
85677,2
85677,5
37282,2
37282,5
34312,2
34312,5
28434,2
28434,5
8522,3
8522,5
98847,3
98847,5
85460,3
85460,5
82166,3
82166,5
71804,3
71804,5
42922,3
42922,5
71949,3
71949,5
93783,3
93783,5
68053,3
68053,5
68056,3
68056,5
78049,3
78049,5
77455,3
77455,5
16729,3
16729,5
89936,3
89936,5
89970,3
89970,5
17109,3
17109,5
18465,3
18465,5
31964,3
31964,5
52165,3
52165,5
52196,3
52196,5
76482,3
76482,5
77030,3
77030,5
79343,3
79343,5
85749,3
85749,5
96237,3
96237,5
103733,3
103733,5
78559,3
78559,5
79958,3
79958,5
69820,3
69820,5
85640,3
85640,5
82919,3
82919,5
90885,3
90885,5
91131,3
91131,5
49148,3
49148,5
49151,3
49151,5
86828,3
86828,5
84783,3
84783,5
84736,3
84736,5
84740,3
84740,5
96839,3
96839,5
60167,3
60167,5
60168,3
60168,5
60176,3
60176,5
80608,3
80608,5
96297,3
96297,5
48482,3
48482,5
48497,3
48497,5
48024,3
48024,5
28159,3
28159,5
72100,3
72100,5
28825,3
28825,5
64279,3
64279,5
22501,3
22501,5
23014,3
23014,5
43057,3
43057,5
56437,3
56437,5
91289,3
91289,5
91290,3
91290,5
36003,3
36003,5
105434,3
105434,5
50269,3
50269,5
58117,3
58117,5
91591,3
91591,5
89945,3
89945,5
89966,3
89966,5
89973,3
89973,5
65235,3
65235,5
29084,3
29084,5
52537,3
52537,5
79348,3
79348,5
62354,2
62354,6
98070,3
98070,6
25090,3
25090,6
99565,3
99565,6
99571,3
99571,6
99495,3
99495,6
99400,3
99400,6
99409,3
99409,6
99410,3
99410,6
99414,3
99414,6
66266,3
66266,6
39876,3
39876,6
93113,4
93113,6
85935,4
85935,6
30602,5
30602,6
52218,5
52218,6
66265,5
66265,6
85168,2
85168,7
38228,2
38228,7
2604,3
2604,7
3068,3
3068,7
9428,3
9428,7
11884,3
11884,7
17179,3
17179,7
19698,3
19698,7
32184,3
32184,7
34687,3
34687,7
41334,3
41334,7
45129,3
45129,7
49406,3
49406,7
49819,3
49819,7
53896,3
53896,7
70333,3
70333,7
74467,3
74467,7
83896,3
83896,7
83898,3
83898,7
83990,3
83990,7
86542,3
86542,7
87728,3
87728,7
87797,3
87797,7
93801,3
93801,7
94656,3
94656,7
95031,3
95031,7
97117,3
97117,7
96167,3
96167,7
83894,3
83894,7
77978,3
77978,7
87343,3
87343,7
85742,3
85742,7
70060,3
70060,7
83009,3
83009,7
58263,3
58263,7
50247,3
50247,7
50137,3
50137,7
49290,3
49290,7
81408,3
81408,7
87024,3
87024,7
86123,3
86123,7
36625,3
36625,7
55959,3
55959,7
67413,3
67413,7
40243,3
40243,7
39593,3
39593,7
50899,3
50899,7
50913,3
50913,7
39246,3
39246,7
42252,3
42252,7
39045,3
39045,7
68979,3
68979,7
86338,3
86338,7
43703,3
43703,7
61511,3
61511,7
58593,3
58593,7
42057,3
42057,7
78799,3
78799,7
39912,3
39912,7
39920,3
39920,7
24880,3
24880,7
17679,3
17679,7
47460,3
47460,7
80525,3
80525,7
9845,3
9845,7
9818,3
9818,7
20565,3
20565,7
32841,3
32841,7
10147,3
10147,7
28440,3
28440,7
74732,3
74732,7
14533,3
14533,7
18799,3
18799,7
27251,3
27251,7
48418,3
48418,7
62923,3
62923,7
66622,3
66622,7
66623,3
66623,7
77174,3
77174,7
77658,3
77658,7
81580,3
81580,7
91417,3
91417,7
93450,3
93450,7
103840,3
103840,7
82966,3
82966,7
90311,3
90311,7
84118,3
84118,7
98250,3
98250,7
88222,3
88222,7
93086,3
93086,7
99479,3
99479,7
68299,3
68299,7
68646,3
68646,7
68649,3
68649,7
64172,3
64172,7
66551,3
66551,7
39283,3
39283,7
68161,3
68161,7
76446,3
76446,7
73540,3
73540,7
51880,3
51880,7
50844,3
50844,7
2742,3
2742,7
9843,4
9843,7
28785,4
28785,7
40532,4
40532,7
41651,4
41651,7
41654,4
41654,7
41722,4
41722,7
42562,4
42562,7
42572,4
42572,7
42573,4
42573,7
48074,4
48074,7
48393,4
48393,7
48463,4
48463,7
49823,4
49823,7
51251,4
51251,7
51252,4
51252,7
51253,4
51253,7
51420,4
51420,7
53701,4
53701,7
##################
LOAD 4: 2 ROWS (2)
##################
61656,4
61656,7
67833,4
67833,7
68237,4
68237,7
70029,4
70029,7
70030,4
70030,7
70033,4
70033,7
71373,4
71373,7
75858,4
75858,7
82977,4
82977,7
83967,4
83967,7
87863,4
87863,7
87891,4
87891,7
89154,4
89154,7
89429,4
89429,7
89431,4
89431,7
89760,4
89760,7
90081,4
90081,7
92882,4
92882,7
95136,4
95136,7
31526,4
31526,7
103951,4
103951,7
42574,4
42574,7
89494,4
89494,7
47172,4
47172,7
90062,4
90062,7
79521,4
79521,7
94282,4
94282,7
57790,4
57790,7
77779,4
77779,7
84178,4
84178,7
79644,4
79644,7
49824,4
49824,7
103734,4
103734,7
81672,4
81672,7
88213,4
88213,7
97934,4
97934,7
81323,4
81323,7
36712,4
36712,7
43895,4
43895,7
31344,4
31344,7
31361,4
31361,7
37391,4
37391,7
68569,4
68569,7
71989,4
71989,7
94254,4
94254,7
94261,4
94261,7
51811,4
51811,7
51637,4
51637,7
51641,4
51641,7
51645,4
51645,7
51648,4
51648,7
43039,4
43039,7
32609,4
32609,7
32660,4
32660,7
32663,4
32663,7
32664,4
32664,7
36915,4
36915,7
36916,4
36916,7
36919,4
36919,7
82294,4
82294,7
76861,4
76861,7
77014,4
77014,7
66611,4
66611,7
66840,4
66840,7
31278,4
31278,7
77537,4
77537,7
76467,4
76467,7
35177,4
35177,7
98132,4
98132,7
41703,4
41703,7
41770,4
41770,7
41809,4
41809,7
41947,4
41947,7
41973,4
41973,7
42006,4
42006,7
42012,4
42012,7
42015,4
42015,7
45638,4
45638,7
45641,4
45641,7
55609,4
55609,7
59695,4
59695,7
59895,4
59895,7
9425,4
9425,7
31669,4
31669,7
9782,4
9782,7
20735,4
20735,7
31391,4
31391,7
10157,4
10157,7
43074,4
43074,7
48415,4
48415,7
78657,4
78657,7
36714,4
36714,7
77682,4
77682,7
62296,4
62296,7
67304,4
67304,7
45490,4
45490,7
63864,5
63864,7
87418,5
87418,7
88220,5
88220,7
93427,5
93427,7
93439,5
93439,7
86631,5
86631,7
101663,5
101663,7
94710,5
94710,7
97277,5
97277,7
10605,5
10605,7
16172,5
16172,7
60288,5
60288,7
76395,5
76395,7
86617,5
86617,7
92351,5
92351,7
85177,5
85177,7
95070,5
95070,7
75819,5
75819,7
#############
LOAD 5: 1 ROW-TESTING
#############
10773,2
#############
LOAD 6: 1 ROW-TESTING
#############
33995,2
#############
LOAD 7: 1 ROW-TESTING
#############
42070,2
#############
LOAD 8: 1 ROW
#############
54384,2
57531,2
57567,2
62282,2
67338,2
68279,2
75799,2
80546,2
85672,2
85678,2
86576,2
95018,2
69832,2
100583,2
85091,2
93461,2
80060,2
85339,2
38232,2
99442,2
99468,2
99472,2
76405,2
110389,2
110377,2
109730,2
109733,2
109735,2
65012,2
64978,2
34429,2
71663,2
71124,2
108586,2
108639,2
108644,2
62311,2
107202,2
54751,2
76683,2
38902,2
57188,2
28811,2
28259,2
60551,2
49592,2
22469,2
21769,2
42792,2
109348,2
42989,2
42992,2
42995,2
106840,2
108567,2
54568,2
100644,2
45294,2
106292,2
108771,2
108689,2
38861,2
12553,2
63828,2
81603,2
35586,2
78795,2
67995,2
37793,2
40334,2
40371,2
23054,2
71718,2
23246,2
22886,2
22899,2
31852,2
105082,2
63910,2
31503,2
27160,2
72089,2
29078,2
28859,2
70433,2
105764,2
105810,2
68904,2
31811,2
29906,2
92205,2
48562,2
35322,2
34854,2
34755,2
34763,2
32154,2
96596,2
94803,2
89324,2
44594,2
2667,2
78734,2
106096,2
159,3
177,3
296,3
300,3
1788,3
2552,3
2682,3
2712,3
2725,3
2749,3
2831,3
2832,3
3189,3
3430,3
3537,3
3572,3
3581,3
3812,3
3906,3
4000,3
4370,3
4589,3
4655,3
4718,3
4745,3
4747,3
4750,3
4751,3
4752,3
4753,3
6881,3
6882,3
7109,3
8285,3
8289,3
8844,3
8953,3
9205,3
9208,3
9209,3
9342,3
9348,3
9400,3
9749,3
10124,3
10261,3
10444,3
10445,3
10446,3
10447,3
10448,3
10617,3
10618,3
10619,3
10775,3
10794,3
11544,3
11818,3
11875,3
11892,3
11893,3
11894,3
11900,3
11903,3
12394,3
12396,3
12400,3
12525,3
12561,3
12829,3
13322,3
13345,3
13620,3
13749,3
13759,3
13901,3
13903,3
14538,3
14544,3
14561,3
15299,3
15301,3
15452,3
15465,3
16086,3
16089,3
16524,3
16589,3
16644,3
16645,3
16732,3
16808,3
16832,3
16848,3
16849,3
16854,3
16881,3
16884,3
16885,3
16910,3
16920,3
16931,3
17141,3
17142,3
17167,3
17168,3
17183,3
17714,3
17870,3
17875,3
17881,3
17951,3
17954,3
17956,3
17963,3
18039,3
18050,3
18059,3
18109,3
18472,3
18477,3
18478,3
18912,3
18925,3
18930,3
18942,3
18968,3
19120,3
20990,3
20996,3
20997,3
20999,3
21001,3
21640,3
21670,3
21675,3
21678,3
21688,3
21717,3
21826,3
21998,3
22006,3
22062,3
22130,3
22236,3
22238,3
22246,3
22360,3
22368,3
22370,3
22372,3
22373,3
22392,3
22396,3
22402,3
22995,3
23391,3
23450,3
23451,3
23453,3
23980,3
24013,3
24014,3
24064,3
24220,3
24622,3
24636,3
24743,3
24756,3
24884,3
24885,3
24886,3
24887,3
24888,3
24889,3
25456,3
25466,3
26264,3
26480,3
26482,3
26490,3
27331,3
27333,3
27342,3
27345,3
27351,3
27354,3
27375,3
27378,3
27380,3
27418,3
27422,3
27428,3
27436,3
27477,3
27516,3
27519,3
27543,3
27555,3
27558,3
28678,3
28757,3
30329,3
30503,3
31319,3
31435,3
31436,3
31437,3
31519,3
31712,3
32019,3
32025,3
32031,3
32034,3
32038,3
32042,3
32164,3
32183,3
32185,3
32234,3
32421,3
32436,3
32437,3
33258,3
33366,3
33395,3
33730,3
33757,3
33759,3
33766,3
33798,3
33861,3
33862,3
34138,3
34685,3
35014,3
35341,3
35454,3
35485,3
35807,3
35812,3
35979,3
36013,3
36302,3
36305,3
36307,3
36407,3
36469,3
36984,3
37255,3
37281,3
37417,3
37522,3
37574,3
37578,3
37579,3
37810,3
37869,3
37874,3
37877,3
38188,3
38197,3
38258,3
38301,3
38304,3
38305,3
38312,3
38313,3
38318,3
38360,3
38373,3
38375,3
38389,3
38456,3
38458,3
38510,3
38511,3
38797,3
38862,3
38965,3
39029,3
39040,3
39041,3
39239,3
39374,3
39375,3
39440,3
39476,3
39483,3
39577,3
39620,3
39721,3
39722,3
39880,3
40030,3
40219,3
40221,3
40240,3
40241,3
40301,3
40309,3
40315,3
40466,3
40500,3
40633,3
40729,3
40874,3
40959,3
41058,3
41110,3
41143,3
41148,3
41149,3
41369,3
41371,3
41372,3
41375,3
41376,3
41377,3
41378,3
41382,3
41394,3
41431,3
41432,3
41463,3
41506,3
41514,3
41608,3
41641,3
41642,3
41643,3
41652,3
41704,3
41712,3
41732,3
41733,3
41734,3
41910,3
41929,3
41930,3
42527,3
42539,3
42542,3
42559,3
42580,3
42584,3
42661,3
42763,3
42773,3
42816,3
42886,3
42887,3
42888,3
43020,3
43022,3
43023,3
43024,3
43026,3
43027,3
43061,3
43072,3
43073,3
43104,3
43105,3
43204,3
43206,3
43214,3
43242,3
43251,3
43394,3
43760,3
43761,3
43763,3
43948,3
44076,3
44548,3
44754,3
44813,3
44822,3
44915,3
44920,3
44924,3
44929,3
44932,3
44934,3
45030,3
45125,3
45323,3
45424,3
45427,3
45432,3
45892,3
45905,3
46072,3
46081,3
46203,3
46205,3
46580,3
46745,3
47258,3
48010,3
48052,3
48112,3
48513,3
49331,3
49368,3
49369,3
49383,3
49387,3
49407,3
49413,3
49414,3
49415,3
49418,3
49421,3
49422,3
49423,3
49424,3
49646,3
49659,3
49687,3
49890,3
49891,3
49892,3
49894,3
49895,3
49896,3
49897,3
49898,3
51045,3
51104,3
51354,3
51355,3
51404,3
51530,3
51550,3
51552,3
51554,3
51556,3
51558,3
51562,3
51563,3
51607,3
51689,3
51729,3
51735,3
51738,3
51745,3
51746,3
51748,3
51750,3
51752,3
51754,3
##############
LOAD 9 - 1 ROW
##############
51758,3
51763,3
51966,3
52033,3
52402,3
52626,3
53152,3
53195,3
53306,3
53603,3
53708,3
53847,3
54145,3
54146,3
54147,3
54541,3
54645,3
54656,3
54672,3
54673,3
54681,3
54686,3
54687,3
54689,3
54694,3
55641,3
55648,3
55649,3
55651,3
55652,3
55703,3
55704,3
55705,3
55706,3
55748,3
55749,3
55950,3
55957,3
56135,3
56333,3
56422,3
56431,3
56561,3
56606,3
56670,3
56672,3
56682,3
56717,3
56833,3
57150,3
57572,3
57573,3
57970,3
58300,3
58313,3
58315,3
58387,3
58403,3
58404,3
58405,3
58409,3
58443,3
58546,3
58711,3
58962,3
58996,3
59001,3
59020,3
59042,3
59070,3
59103,3
59273,3
59412,3
59476,3
59479,3
59481,3
59482,3
59484,3
59743,3
59755,3
59760,3
59765,3
59767,3
59769,3
59773,3
59783,3
59806,3
60076,3
60237,3
60242,3
60302,3
60329,3
60360,3
60412,3
60426,3
60428,3
60463,3
60495,3
60535,3
60537,3
60545,3
60556,3
60560,3
60567,3
60585,3
60597,3
60608,3
60614,3
60706,3
60712,3
60747,3
60748,3
60749,3
60750,3
60753,3
60754,3
60755,3
60757,3
60789,3
60807,3
60830,3
61017,3
61094,3
61096,3
61101,3
61152,3
61791,3
62045,3
62271,3
62453,3
62535,3
62540,3
62546,3
62806,3
62807,3
63157,3
63165,3
63166,3
63251,3
63644,3
63694,3
64072,3
64075,3
64154,3
64158,3
64160,3
64162,3
64254,3
64289,3
64290,3
64448,3
64564,3
64939,3
64941,3
64968,3
64996,3
64997,3
65014,3
65076,3
65088,3
65125,3
65219,3
65270,3
65395,3
65423,3
65431,3
65434,3
65492,3
65497,3
65557,3
65758,3
65877,3
65979,3
66012,3
66026,3
66036,3
66229,3
66322,3
66674,3
66740,3
67555,3
67559,3
67574,3
67582,3
67612,3
67658,3
67659,3
67660,3
67661,3
67662,3
67664,3
67666,3
67668,3
67669,3
67846,3
67854,3
67855,3
67983,3
67984,3
67986,3
67988,3
67991,3
68117,3
68326,3
68529,3
68530,3
68533,3
68542,3
68731,3
68739,3
68754,3
68769,3
68782,3
68798,3
68856,3
68876,3
68883,3
69024,3
69589,3
69603,3
69684,3
69740,3
69772,3
69783,3
69842,3
70281,3
70396,3
70398,3
70493,3
70679,3
70681,3
70686,3
70907,3
70908,3
71228,3
71295,3
71433,3
71458,3
71567,3
71854,3
71859,3
72107,3
72115,3
72116,3
72117,3
72118,3
72119,3
72545,3
72734,3
73012,3
73017,3
73100,3
73129,3
73131,3
73139,3
73143,3
73144,3
73342,3
73492,3
73526,3
74067,3
74540,3
74555,3
74643,3
74644,3
74671,3
74682,3
74850,3
74924,3
74926,3
74927,3
75168,3
75193,3
75198,3
75214,3
75388,3
75518,3
75520,3
75610,3
75797,3
75847,3
75929,3
76144,3
76147,3
76189,3
76277,3
76438,3
76465,3
76478,3
76480,3
76512,3
76513,3
76569,3
76612,3
76677,3
76699,3
76709,3
76724,3
77038,3
77094,3
77143,3
77181,3
77418,3
77580,3
77594,3
77654,3
77742,3
77894,3
77976,3
77977,3
78191,3
78276,3
78452,3
78453,3
78456,3
78660,3
78675,3
78676,3
78680,3
78681,3
78682,3
79137,3
79392,3
79398,3
79543,3
79545,3
79866,3
80262,3
80506,3
80528,3
80659,3
80665,3
80746,3
80750,3
80751,3
80915,3
81281,3
81282,3
81284,3
81287,3
81288,3
81292,3
81300,3
81311,3
81485,3
81489,3
81490,3
81504,3
81520,3
81524,3
81545,3
81546,3
81549,3
81669,3
81675,3
81677,3
81679,3
81777,3
81813,3
82179,3
82303,3
82306,3
82353,3
82374,3
82385,3
82459,3
82462,3
82520,3
82525,3
82526,3
82529,3
82532,3
82584,3
82589,3
82644,3
82647,3
82650,3
82699,3
82721,3
82882,3
82888,3
82926,3
83081,3
83090,3
83091,3
83095,3
83168,3
83197,3
83259,3
83260,3
83368,3
83438,3
83667,3
83670,3
83673,3
83676,3
83724,3
83969,3
83982,3
84133,3
84138,3
84186,3
84196,3
84212,3
84213,3
84230,3
84254,3
84318,3
84362,3
84363,3
84453,3
84456,3
84483,3
84685,3
84800,3
84801,3
84803,3
84910,3
84934,3
85014,3
85016,3
85024,3
85026,3
85027,3
85037,3
85044,3
85051,3
85143,3
85144,3
85145,3
85151,3
85195,3
85217,3
85220,3
85469,3
85554,3
85559,3
85661,3
85756,3
85759,3
85760,3
85771,3
85786,3
86026,3
86034,3
86037,3
86416,3
86445,3
86947,3
87086,3
87087,3
87088,3
87341,3
87374,3
87515,3
87569,3
87611,3
87696,3
87731,3
87733,3
87794,3
88129,3
88152,3
88155,3
88304,3
88403,3
88499,3
88623,3
88932,3
88936,3
88969,3
90066,3
90113,3
90117,3
90132,3
90133,3
90196,3
90309,3
90842,3
91496,3
91498,3
91499,3
91502,3
92075,3
92078,3
92079,3
92088,3
92485,3
92490,3
92585,3
92652,3
92654,3
92961,3
92965,3
92968,3
92978,3
93079,3
93099,3
93118,3
93120,3
93247,3
93275,3
93291,3
93294,3
93313,3
93361,3
93362,3
93606,3
93647,3
93677,3
93728,3
93786,3
93915,3
93917,3
93920,3
93922,3
93947,3
93948,3
94146,3
94165,3
94680,3
94723,3
94729,3
94746,3
94838,3
94860,3
94878,3
94885,3
94890,3
94891,3
95148,3
95398,3
95894,3
96172,3
96232,3
96255,3
96284,3
96287,3
96288,3
96291,3
96322,3
96335,3
96336,3
96398,3
96399,3
96400,3
96530,3
96584,3
97112,3
97166,3
97192,3
97197,3
97484,3
97495,3
97533,3
97733,3
97811,3
97812,3
97896,3
97897,3
97901,3
97906,3
97977,3
97978,3
98174,3
98204,3
##########
LOAD 10 - 1 ROW
##########
98209,3
98212,3
98315,3
98356,3
98515,3
98529,3
98532,3
98684,3
98774,3
98779,3
99764,3
99927,3
99999,3
100199,3
100291,3
100338,3
100364,3
100442,3
100568,3
100711,3
100712,3
100800,3
100910,3
100960,3
100965,3
101063,3
101162,3
101212,3
101220,3
101578,3
101579,3
101580,3
101584,3
101608,3
101613,3
101720,3
102100,3
102259,3
102260,3
102556,3
102820,3
103152,3
103269,3
103342,3
103408,3
103972,3
105467,3
105472,3
106145,3
10626,3
74608,3
11904,3
86225,3
103653,3
15340,3
73063,3
4064,3
37570,3
4754,3
4586,3
86586,3
19123,3
17145,3
34090,3
55750,3
17860,3
22403,3
95698,3
103868,3
23455,3
89011,3
23502,3
47055,3
24143,3
44727,3
91489,3
62380,3
62466,3
44917,3
98169,3
23481,3
24619,3
45925,3
60255,3
75939,3
93607,3
93884,3
94424,3
88401,3
95917,3
77419,3
26204,3
39037,3
84484,3
84808,3
96957,3
60204,3
60283,3
41601,3
43029,3
94110,3
44625,3
64248,3
65920,3
44837,3
65253,3
65226,3
65787,3
68246,3
80264,3
80511,3
56425,3
88619,3
29150,3
41931,3
36403,3
99851,3
99865,3
90924,3
86941,3
74063,3
41379,3
41383,3
93308,3
97854,3
85053,3
45882,3
45885,3
45900,3
85459,3
85558,3
73494,3
85764,3
85766,3
37871,3
51559,3
51731,3
51740,3
54573,3
58264,3
68506,3
68535,3
69000,3
90109,3
82983,3
83019,3
84020,3
96721,3
83392,3
81289,3
96165,3
96401,3
96405,3
97155,3
70728,3
90336,3
94481,3
100245,3
100332,3
100333,3
100352,3
98796,3
100633,3
82592,3
83208,3
90985,3
99977,3
65152,3
65232,3
65307,3
44606,3
44607,3
44611,3
44614,3
39402,3
39421,3
39430,3
39434,3
178,3
181,3
110227,3
110230,3
110233,3
102262,3
102254,3
100317,3
100100,3
101215,3
110216,3
88116,3
88119,3
88136,3
87525,3
87531,3
87537,3
85724,3
103103,3
103115,3
103122,3
103031,3
102564,3
102552,3
102553,3
102555,3
102538,3
102549,3
102510,3
102521,3
102531,3
102532,3
79218,3
79220,3
78868,3
78771,3
78491,3
77200,3
84143,3
84109,3
81521,3
69839,3
69893,3
